id,instrumentName,localDate,localTime,co,o3,no2,so2,no,voc,pm2p5,pm10,rh,pressure,sensorTemp,heaterTemp,internalTemp,timeRec,UTCdate,UTCtime,alarms
92328,thermo-grid-883f4a344cbe,2024/06/17,15:40,0.1,0.0,49.08,34.49,0.0,0.0,3.37,31.6,40.33,91.33,33.17,34.96,36.72,1718628005,2024/06/17," 12:40",0x00000000
92329,thermo-grid-883f4a344cbe,2024/06/17,15:45,0.08,0.0,51.36,28.68,0.0,0.0,3.04,32.0,40.52,91.32,33.08,34.95,36.65,1718628305,2024/06/17," 12:45",0x00000000
92330,thermo-grid-883f4a344cbe,2024/06/17,15:50,0.08,0.0,54.72,33.8,0.0,0.0,2.54,25.44,41.15,91.31,32.91,34.94,36.45,1718628605,2024/06/17," 12:50",0x00000000
92331,thermo-grid-883f4a344cbe,2024/06/17,15:55,0.06,0.0,52.46,29.53,0.0,0.0,2.44,19.66,41.35,91.31,32.83,34.93,36.39,1718628905,2024/06/17," 12:55",0x00000000
92332,thermo-grid-883f4a344cbe,2024/06/17,16:00,0.08,0.0,54.02,30.96,0.0,0.0,2.88,24.42,41.62,91.31,32.82,34.94,36.37,1718629205,2024/06/17," 13:00",0x00000000
92333,thermo-grid-883f4a344cbe,2024/06/17,16:05,0.07,0.0,51.96,27.15,0.0,0.0,3.19,25.03,41.73,91.31,32.78,34.94,36.31,1718629505,2024/06/17," 13:05",0x00000000
92334,thermo-grid-883f4a344cbe,2024/06/17,16:10,0.1,0.0,47.54,15.71,0.0,0.0,4.18,53.71,41.37,91.31,32.74,34.95,36.26,1718629805,2024/06/17," 13:10",0x00000000
92335,thermo-grid-883f4a344cbe,2024/06/17,16:15,0.13,0.0,53.37,25.16,0.0,0.0,4.84,50.89,41.24,91.31,32.72,34.96,36.25,1718630105,2024/06/17," 13:15",0x00000000
92336,thermo-grid-883f4a344cbe,2024/06/17,16:20,0.11,0.0,45.37,10.0,0.0,0.0,4.71,52.9,40.63,91.31,32.73,34.97,36.3,1718630405,2024/06/17," 13:20",0x00000000
92337,thermo-grid-883f4a344cbe,2024/06/17,16:25,0.12,0.0,47.88,14.19,0.0,0.0,7.19,75.49,40.39,91.32,32.78,34.98,36.36,1718630705,2024/06/17," 13:25",0x00000000
92338,thermo-grid-883f4a344cbe,2024/06/17,16:30,0.08,0.0,37.82,0.0,0.0,0.0,3.71,34.57,39.93,91.32,32.78,34.98,36.35,1718631005,2024/06/17," 13:30",0x00000000
92339,thermo-grid-883f4a344cbe,2024/06/17,16:35,0.03,0.0,42.26,4.83,0.0,0.0,3.27,23.72,39.95,91.32,32.67,34.95,36.19,1718631305,2024/06/17," 13:35",0x00000000
92340,thermo-grid-883f4a344cbe,2024/06/17,16:40,0.11,0.0,51.66,25.93,0.0,0.0,5.16,64.89,41.18,91.33,32.42,34.92,35.85,1718631605,2024/06/17," 13:40",0x00000000
92341,thermo-grid-883f4a344cbe,2024/06/17,16:45,0.07,0.0,53.31,33.3,0.0,0.0,3.17,26.07,42.29,91.33,32.02,34.87,35.38,1718631905,2024/06/17," 13:45",0x00000000
92342,thermo-grid-883f4a344cbe,2024/06/17,16:50,0.09,0.0,55.48,40.74,0.0,0.0,3.07,26.06,43.19,91.34,31.65,34.85,35.04,1718632205,2024/06/17," 13:50",0x00000000
92343,thermo-grid-883f4a344cbe,2024/06/17,16:55,0.12,0.0,55.79,40.55,0.0,0.0,2.37,18.83,43.68,91.35,31.38,34.85,34.81,1718632505,2024/06/17," 13:55",0x00000000
92344,thermo-grid-883f4a344cbe,2024/06/17,17:00,0.12,0.0,61.6,58.92,0.0,0.0,3.43,31.06,44.11,91.35,31.12,34.84,34.57,1718632805,2024/06/17," 14:00",0x00000000
92345,thermo-grid-883f4a344cbe,2024/06/17,17:05,0.2,0.0,59.2,46.79,0.0,0.0,3.51,38.14,44.57,91.36,30.87,34.85,34.33,1718633105,2024/06/17," 14:05",0x00000000
92346,thermo-grid-883f4a344cbe,2024/06/17,17:10,0.25,0.0,60.29,49.04,0.0,0.0,3.31,28.73,44.78,91.37,30.62,34.86,34.05,1718633405,2024/06/17," 14:10",0x00000000
92347,thermo-grid-883f4a344cbe,2024/06/17,17:15,0.23,0.0,56.83,59.4,0.0,0.0,3.97,32.76,45.52,91.37,30.33,34.85,33.71,1718633705,2024/06/17," 14:15",0x00000000
92348,thermo-grid-883f4a344cbe,2024/06/17,17:20,0.31,0.0,66.39,71.34,0.0,0.0,3.83,40.74,46.23,91.36,29.99,34.84,33.36,1718634005,2024/06/17," 14:20",0x00000000
92349,thermo-grid-883f4a344cbe,2024/06/17,17:25,0.29,0.0,68.81,84.75,0.0,0.0,7.26,79.82,46.71,91.36,29.67,34.84,33.02,1718634305,2024/06/17," 14:25",0x00000000
92350,thermo-grid-883f4a344cbe,2024/06/17,17:30,0.38,0.0,67.43,90.93,0.0,0.0,4.13,50.01,47.5,91.35,29.38,34.85,32.71,1718634605,2024/06/17," 14:30",0x00000000
92351,thermo-grid-883f4a344cbe,2024/06/17,17:35,0.36,0.0,68.78,77.17,0.0,0.0,5.66,71.19,48.36,91.35,29.09,34.84,32.41,1718634905,2024/06/17," 14:35",0x00000000
92352,thermo-grid-883f4a344cbe,2024/06/17,17:40,0.47,0.0,66.36,68.03,0.0,0.0,9.47,112.13,48.83,91.35,28.81,34.84,32.13,1718635205,2024/06/17," 14:40",0x00000000
92353,thermo-grid-883f4a344cbe,2024/06/17,17:45,0.32,0.0,62.82,65.06,0.0,0.0,6.82,81.22,49.4,91.35,28.53,34.83,31.85,1718635505,2024/06/17," 14:45",0x00000000
92354,thermo-grid-883f4a344cbe,2024/06/17,17:50,0.34,0.0,68.68,69.63,0.0,0.0,7.46,84.8,50.07,91.35,28.28,34.84,31.6,1718635805,2024/06/17," 14:50",0x00000000
92355,thermo-grid-883f4a344cbe,2024/06/17,17:55,0.68,0.0,73.45,90.13,0.0,0.0,8.63,102.73,51.01,91.36,28.05,34.85,31.38,1718636105,2024/06/17," 14:55",0x00000000
92356,thermo-grid-883f4a344cbe,2024/06/17,18:00,0.75,0.0,70.04,89.25,0.0,0.0,7.46,84.4,51.72,91.36,27.82,34.85,31.15,1718636405,2024/06/17," 15:00",0x00000000
92357,thermo-grid-883f4a344cbe,2024/06/17,18:05,0.74,0.0,71.65,88.38,0.0,0.0,7.08,76.25,52.26,91.36,27.59,34.84,30.91,1718636705,2024/06/17," 15:05",0x00000000
92358,thermo-grid-883f4a344cbe,2024/06/17,18:10,0.86,0.0,74.31,110.49,0.0,0.0,12.45,110.35,53.05,91.36,27.34,34.83,30.66,1718637005,2024/06/17," 15:10",0x00000000
92359,thermo-grid-883f4a344cbe,2024/06/17,18:15,0.8,0.0,74.74,106.35,0.0,0.0,16.63,171.54,53.64,91.37,27.08,34.83,30.4,1718637305,2024/06/17," 15:15",0x00000000
92360,thermo-grid-883f4a344cbe,2024/06/17,18:20,0.73,0.0,72.25,103.69,0.0,0.0,19.13,179.64,54.24,91.37,26.82,34.82,30.14,1718637605,2024/06/17," 15:20",0x00000000
92361,thermo-grid-883f4a344cbe,2024/06/17,18:25,0.85,0.0,71.51,106.15,0.0,0.0,21.28,198.94,54.82,91.37,26.56,34.82,29.88,1718637905,2024/06/17," 15:25",0x00000000
92362,thermo-grid-883f4a344cbe,2024/06/17,18:30,0.77,0.0,70.13,102.8,0.0,0.0,14.48,125.62,55.34,91.37,26.32,34.83,29.64,1718638205,2024/06/17," 15:30",0x00000000
92363,thermo-grid-883f4a344cbe,2024/06/17,18:35,0.81,0.0,68.32,97.24,0.0,0.0,14.22,117.34,55.8,91.36,26.08,34.84,29.4,1718638505,2024/06/17," 15:35",0x00000000
92364,thermo-grid-883f4a344cbe,2024/06/17,18:40,0.76,0.0,65.25,93.78,0.0,0.0,12.27,102.23,56.02,91.36,25.85,34.85,29.18,1718638805,2024/06/17," 15:40",0x00000000
92365,thermo-grid-883f4a344cbe,2024/06/17,18:45,0.74,0.0,63.59,97.82,0.0,0.0,13.55,131.18,56.26,91.36,25.65,34.85,28.98,1718639105,2024/06/17," 15:45",0x00000000
92366,thermo-grid-883f4a344cbe,2024/06/17,18:50,0.58,0.0,62.92,90.5,0.0,0.0,14.25,121.82,56.64,91.37,25.47,34.87,28.81,1718639405,2024/06/17," 15:50",0x00000000
92367,thermo-grid-883f4a344cbe,2024/06/17,18:55,0.75,0.0,61.93,88.07,0.0,0.0,19.06,169.46,57.01,91.37,25.29,34.87,28.65,1718639705,2024/06/17," 15:55",0x00000000
92368,thermo-grid-883f4a344cbe,2024/06/17,19:00,0.52,0.0,60.83,79.41,0.0,0.0,12.57,102.56,57.3,91.38,25.13,34.88,28.49,1718640005,2024/06/17," 16:00",0x00000000
92369,thermo-grid-883f4a344cbe,2024/06/17,19:05,0.42,0.0,58.55,73.29,0.0,0.0,15.01,130.18,57.55,91.37,24.97,34.89,28.32,1718640305,2024/06/17," 16:05",0x00000000
92370,thermo-grid-883f4a344cbe,2024/06/17,19:10,0.66,0.0,59.1,81.85,0.0,0.0,17.22,165.11,57.8,91.37,24.83,34.9,28.19,1718640605,2024/06/17," 16:10",0x00000000
92371,thermo-grid-883f4a344cbe,2024/06/17,19:15,0.56,0.0,57.15,78.83,0.0,0.0,12.47,104.61,57.93,91.37,24.71,34.9,28.07,1718640905,2024/06/17," 16:15",0x00000000
92372,thermo-grid-883f4a344cbe,2024/06/17,19:20,0.58,0.0,55.41,75.95,0.0,0.0,13.5,116.95,58.04,91.37,24.59,34.91,27.95,1718641205,2024/06/17," 16:20",0x00000000
92373,thermo-grid-883f4a344cbe,2024/06/17,19:25,0.44,0.0,54.95,66.79,0.0,0.0,12.69,102.2,58.26,91.37,24.48,34.92,27.85,1718641505,2024/06/17," 16:25",0x00000000
92374,thermo-grid-883f4a344cbe,2024/06/17,19:30,0.36,0.0,54.05,61.36,0.0,0.0,14.37,135.08,58.45,91.37,24.39,34.92,27.77,1718641805,2024/06/17," 16:30",0x00000000
92375,thermo-grid-883f4a344cbe,2024/06/17,19:35,0.35,0.0,53.64,65.7,0.0,0.0,12.82,99.72,58.63,91.37,24.31,34.93,27.69,1718642105,2024/06/17," 16:35",0x00000000
92376,thermo-grid-883f4a344cbe,2024/06/17,19:40,0.43,0.0,52.75,68.63,0.0,0.0,11.76,87.03,58.77,91.38,24.24,34.94,27.62,1718642405,2024/06/17," 16:40",0x00000000
92377,thermo-grid-883f4a344cbe,2024/06/17,19:45,0.5,0.0,51.67,69.03,0.0,0.0,14.29,122.07,58.84,91.38,24.18,34.95,27.57,1718642705,2024/06/17," 16:45",0x00000000
92378,thermo-grid-883f4a344cbe,2024/06/17,19:50,0.51,0.0,52.53,68.64,0.0,0.0,13.92,119.95,59.04,91.38,24.14,34.96,27.54,1718643005,2024/06/17," 16:50",0x00000000
92379,thermo-grid-883f4a344cbe,2024/06/17,19:55,0.57,0.0,51.02,68.87,0.0,0.0,10.48,73.63,59.09,91.38,24.14,34.98,27.53,1718643305,2024/06/17," 16:55",0x00000000
92380,thermo-grid-883f4a344cbe,2024/06/17,20:00,0.66,0.0,48.18,70.3,0.0,0.0,11.5,90.08,58.84,91.38,24.14,34.98,27.53,1718643605,2024/06/17," 17:00",0x00000000
92381,thermo-grid-883f4a344cbe,2024/06/17,20:05,0.41,0.0,48.58,64.93,0.0,0.0,11.09,79.38,58.78,91.39,24.13,34.98,27.52,1718643905,2024/06/17," 17:05",0x00000000
92382,thermo-grid-883f4a344cbe,2024/06/17,20:10,0.42,0.0,48.94,60.46,0.0,0.0,14.77,136.1,58.89,91.39,24.11,34.97,27.51,1718644205,2024/06/17," 17:10",0x00000000
92383,thermo-grid-883f4a344cbe,2024/06/17,20:15,0.41,0.0,49.83,62.6,0.0,0.0,16.97,164.61,59.05,91.38,24.1,34.98,27.5,1718644505,2024/06/17," 17:15",0x00000000
92384,thermo-grid-883f4a344cbe,2024/06/17,20:20,0.38,0.0,48.17,59.66,0.0,0.0,13.5,120.5,59.06,91.39,24.1,34.99,27.5,1718644805,2024/06/17," 17:20",0x00000000
92385,thermo-grid-883f4a344cbe,2024/06/17,20:25,0.44,0.0,44.32,60.06,0.0,0.0,9.9,77.18,58.78,91.39,24.09,34.98,27.48,1718645105,2024/06/17," 17:25",0x00000000
92386,thermo-grid-883f4a344cbe,2024/06/17,20:30,0.36,0.0,45.53,55.36,0.0,0.0,9.11,65.31,58.83,91.39,24.05,34.97,27.44,1718645405,2024/06/17," 17:30",0x00000000
92387,thermo-grid-883f4a344cbe,2024/06/17,20:35,0.42,0.0,44.91,55.86,0.0,0.0,10.14,81.57,58.91,91.39,24.0,34.97,27.38,1718645705,2024/06/17," 17:35",0x00000000
92388,thermo-grid-883f4a344cbe,2024/06/17,20:40,0.33,0.0,45.46,52.96,0.0,0.0,10.05,66.84,59.06,91.4,23.94,34.97,27.32,1718646005,2024/06/17," 17:40",0x00000000
92389,thermo-grid-883f4a344cbe,2024/06/17,20:45,0.37,0.0,46.87,52.26,0.0,0.0,12.99,104.26,59.19,91.39,23.9,34.97,27.26,1718646305,2024/06/17," 17:45",0x00000000
92390,thermo-grid-883f4a344cbe,2024/06/17,20:50,0.25,0.0,48.24,51.69,0.0,0.0,10.04,69.04,59.4,91.39,23.85,34.97,27.21,1718646605,2024/06/17," 17:50",0x00000000
92391,thermo-grid-883f4a344cbe,2024/06/17,20:55,0.32,0.0,45.53,54.16,0.0,0.0,13.72,102.28,59.42,91.39,23.8,34.97,27.16,1718646905,2024/06/17," 17:55",0x00000000
92392,thermo-grid-883f4a344cbe,2024/06/17,21:00,0.41,0.0,42.46,52.52,0.0,0.0,11.53,74.66,59.17,91.39,23.75,34.97,27.1,1718647205,2024/06/17," 18:00",0x00000000
92393,thermo-grid-883f4a344cbe,2024/06/17,21:05,0.36,0.0,44.44,53.87,0.0,0.0,13.42,107.16,59.37,91.39,23.68,34.97,27.04,1718647505,2024/06/17," 18:05",0x00000000
92394,thermo-grid-883f4a344cbe,2024/06/17,21:10,0.33,0.0,46.04,52.42,0.0,0.0,11.54,84.97,59.66,91.38,23.63,34.97,26.98,1718647805,2024/06/17," 18:10",0x00000000
92395,thermo-grid-883f4a344cbe,2024/06/17,21:15,0.28,0.0,45.37,47.77,0.0,0.0,11.31,71.19,59.67,91.37,23.58,34.97,26.93,1718648105,2024/06/17," 18:15",0x00000000
92396,thermo-grid-883f4a344cbe,2024/06/17,21:20,0.33,0.0,42.01,49.17,0.0,0.0,9.19,58.21,59.39,91.37,23.52,34.97,26.88,1718648405,2024/06/17," 18:20",0x00000000
92397,thermo-grid-883f4a344cbe,2024/06/17,21:25,0.31,0.0,45.67,50.87,0.0,0.0,8.37,53.6,59.55,91.36,23.47,34.97,26.83,1718648705,2024/06/17," 18:25",0x00000000
92398,thermo-grid-883f4a344cbe,2024/06/17,21:30,0.25,0.0,46.98,48.22,0.0,0.0,9.37,71.39,59.85,91.36,23.42,34.97,26.77,1718649005,2024/06/17," 18:30",0x00000000
92399,thermo-grid-883f4a344cbe,2024/06/17,21:35,0.22,0.0,46.89,44.44,0.0,0.0,9.15,71.33,59.93,91.36,23.39,34.98,26.75,1718649305,2024/06/17," 18:35",0x00000000
92400,thermo-grid-883f4a344cbe,2024/06/17,21:40,0.32,0.0,45.92,44.08,0.0,0.0,9.04,67.1,59.92,91.36,23.37,34.98,26.74,1718649605,2024/06/17," 18:40",0x00000000
92401,thermo-grid-883f4a344cbe,2024/06/17,21:45,0.24,0.0,47.31,46.71,0.0,0.0,9.58,70.62,60.03,91.37,23.36,34.99,26.73,1718649905,2024/06/17," 18:45",0x00000000
92402,thermo-grid-883f4a344cbe,2024/06/17,21:50,0.29,0.0,48.08,47.49,0.0,0.0,7.6,45.93,60.23,91.36,23.35,34.99,26.72,1718650205,2024/06/17," 18:50",0x00000000
92403,thermo-grid-883f4a344cbe,2024/06/17,21:55,0.25,0.0,45.24,42.96,0.0,0.0,9.44,72.75,60.07,91.37,23.35,34.99,26.72,1718650505,2024/06/17," 18:55",0x00000000
92404,thermo-grid-883f4a344cbe,2024/06/17,22:00,0.34,0.0,41.55,39.49,0.0,0.0,10.29,71.09,59.51,91.37,23.36,34.99,26.72,1718650805,2024/06/17," 19:00",0x00000000
92405,thermo-grid-883f4a344cbe,2024/06/17,22:05,0.27,0.0,43.07,45.08,0.0,0.0,7.85,50.21,59.53,91.37,23.35,34.99,26.71,1718651105,2024/06/17," 19:05",0x00000000
92406,thermo-grid-883f4a344cbe,2024/06/17,22:10,0.28,0.0,44.09,45.09,0.0,0.0,11.59,86.72,59.71,91.36,23.35,34.99,26.7,1718651405,2024/06/17," 19:10",0x00000000
92407,thermo-grid-883f4a344cbe,2024/06/17,22:15,0.27,0.0,41.62,41.79,0.0,0.0,23.42,187.93,59.57,91.36,23.34,34.99,26.67,1718651705,2024/06/17," 19:15",0x00000000
92408,thermo-grid-883f4a344cbe,2024/06/17,22:20,0.29,0.0,41.96,44.86,0.0,0.0,25.89,256.32,59.45,91.36,23.33,34.99,26.67,1718652005,2024/06/17," 19:20",0x00000000
92409,thermo-grid-883f4a344cbe,2024/06/17,22:25,0.25,0.0,44.12,45.42,0.0,0.0,19.69,180.45,59.68,91.36,23.33,35.0,26.67,1718652305,2024/06/17," 19:25",0x00000000
92410,thermo-grid-883f4a344cbe,2024/06/17,22:30,0.23,0.0,43.38,42.15,0.0,0.0,24.11,220.66,59.65,91.36,23.35,35.0,26.69,1718652605,2024/06/17," 19:30",0x00000000
92411,thermo-grid-883f4a344cbe,2024/06/17,22:35,0.31,0.0,42.16,44.91,0.0,0.0,27.89,288.64,59.47,91.35,23.36,35.0,26.71,1718652905,2024/06/17," 19:35",0x00000000
92412,thermo-grid-883f4a344cbe,2024/06/17,22:40,0.26,0.0,40.84,44.35,0.0,0.0,17.11,172.45,59.3,91.35,23.35,35.0,26.7,1718653205,2024/06/17," 19:40",0x00000000
92413,thermo-grid-883f4a344cbe,2024/06/17,22:45,0.27,0.0,43.54,43.12,0.0,0.0,22.77,223.23,59.48,91.36,23.33,34.99,26.68,1718653505,2024/06/17," 19:45",0x00000000
92414,thermo-grid-883f4a344cbe,2024/06/17,22:50,0.27,0.0,44.33,44.3,0.0,0.0,15.68,123.98,59.69,91.36,23.31,35.0,26.66,1718653805,2024/06/17," 19:50",0x00000000
92415,thermo-grid-883f4a344cbe,2024/06/17,22:55,0.27,0.0,44.85,43.05,0.0,0.0,11.39,77.89,59.85,91.36,23.3,35.0,26.64,1718654105,2024/06/17," 19:55",0x00000000
92416,thermo-grid-883f4a344cbe,2024/06/17,23:00,0.4,0.0,43.79,48.04,0.0,0.0,11.95,98.01,59.84,91.36,23.29,35.0,26.62,1718654405,2024/06/17," 20:00",0x00000000
92417,thermo-grid-883f4a344cbe,2024/06/17,23:05,0.45,0.0,41.24,45.07,0.0,0.0,17.45,172.24,59.61,91.35,23.26,34.99,26.59,1718654705,2024/06/17," 20:05",0x00000000
92418,thermo-grid-883f4a344cbe,2024/06/17,23:10,0.35,0.0,39.23,37.75,0.0,0.0,17.69,179.78,59.27,91.35,23.21,34.98,26.53,1718655005,2024/06/17," 20:10",0x00000000
92419,thermo-grid-883f4a344cbe,2024/06/17,23:15,0.27,0.0,41.93,39.71,0.0,0.0,27.81,329.15,59.49,91.36,23.13,34.97,26.45,1718655305,2024/06/17," 20:15",0x00000000
92420,thermo-grid-883f4a344cbe,2024/06/17,23:20,0.23,0.0,45.02,42.73,0.0,0.0,30.93,316.18,59.8,91.36,23.06,34.97,26.38,1718655605,2024/06/17," 20:20",0x00000000
92421,thermo-grid-883f4a344cbe,2024/06/17,23:25,0.24,0.0,44.64,41.56,0.0,0.0,25.7,208.26,59.92,91.36,23.01,34.98,26.33,1718655905,2024/06/17," 20:25",0x00000000
92422,thermo-grid-883f4a344cbe,2024/06/17,23:30,0.17,0.0,44.39,40.52,0.0,0.0,24.5,211.22,60.0,91.37,22.97,34.99,26.28,1718656205,2024/06/17," 20:30",0x00000000
92423,thermo-grid-883f4a344cbe,2024/06/17,23:35,0.2,0.0,44.84,42.59,0.0,0.0,21.89,197.97,60.18,91.37,22.92,34.98,26.24,1718656505,2024/06/17," 20:35",0x00000000
92424,thermo-grid-883f4a344cbe,2024/06/17,23:40,0.23,0.0,44.23,43.22,0.0,0.0,21.27,164.62,60.23,91.37,22.89,34.99,26.2,1718656805,2024/06/17," 20:40",0x00000000
92425,thermo-grid-883f4a344cbe,2024/06/17,23:45,0.24,0.0,40.22,38.28,0.0,0.0,18.31,138.92,59.82,91.37,22.85,34.98,26.16,1718657105,2024/06/17," 20:45",0x00000000
92426,thermo-grid-883f4a344cbe,2024/06/17,23:50,0.21,0.0,43.69,42.02,0.0,0.0,28.37,288.53,59.96,91.37,22.8,34.97,26.11,1718657405,2024/06/17," 20:50",0x00000000
92427,thermo-grid-883f4a344cbe,2024/06/17,23:55,0.18,0.0,42.91,38.58,0.0,0.0,40.99,404.1,60.06,91.37,22.75,34.98,26.06,1718657705,2024/06/17," 20:55",0x00000000
92428,thermo-grid-883f4a344cbe,2024/06/18,00:00,0.17,0.0,43.39,37.78,0.0,0.0,52.97,558.94,60.01,91.37,22.71,34.98,26.01,1718658005,2024/06/17," 21:00",0x00000000
92429,thermo-grid-883f4a344cbe,2024/06/18,00:05,0.18,0.0,44.55,39.78,0.0,0.0,54.96,543.28,60.06,91.36,22.66,34.98,25.97,1718658305,2024/06/17," 21:05",0x00000000
92430,thermo-grid-883f4a344cbe,2024/06/18,00:10,0.15,0.0,45.04,38.53,0.0,0.0,39.51,351.7,60.1,91.36,22.62,34.98,25.92,1718658605,2024/06/17," 21:10",0x00000000
92431,thermo-grid-883f4a344cbe,2024/06/18,00:15,0.23,0.0,43.6,36.13,0.0,0.0,47.1,465.91,59.95,91.36,22.59,34.98,25.88,1718658905,2024/06/17," 21:15",0x00000000
92432,thermo-grid-883f4a344cbe,2024/06/18,00:20,0.2,0.0,44.6,38.8,0.0,0.0,48.39,469.33,60.04,91.37,22.55,34.98,25.84,1718659205,2024/06/17," 21:20",0x00000000
92433,thermo-grid-883f4a344cbe,2024/06/18,00:25,0.16,0.0,43.76,35.83,0.0,0.0,49.44,507.44,59.99,91.37,22.5,34.8,25.79,1718659505,2024/06/17," 21:25",0x00000000
92434,thermo-grid-883f4a344cbe,2024/06/18,00:30,0.14,0.0,44.28,37.04,0.0,0.0,43.52,362.02,60.09,91.37,22.45,34.8,25.71,1718659805,2024/06/17," 21:30",0x00000000
92435,thermo-grid-883f4a344cbe,2024/06/18,00:35,0.15,0.0,42.85,35.97,0.0,0.0,48.85,460.03,59.93,91.36,22.39,35.02,25.64,1718660105,2024/06/17," 21:35",0x00000000
92436,thermo-grid-883f4a344cbe,2024/06/18,00:40,0.12,0.0,44.68,36.34,0.0,0.0,65.31,687.93,60.12,91.36,22.33,35.01,25.59,1718660405,2024/06/17," 21:40",0x00000000
92437,thermo-grid-883f4a344cbe,2024/06/18,00:45,0.13,0.0,44.43,38.63,0.0,0.0,83.61,748.76,60.13,91.36,22.28,35.0,25.54,1718660705,2024/06/17," 21:45",0x00000000
92438,thermo-grid-883f4a344cbe,2024/06/18,00:50,0.17,0.0,42.33,36.82,0.0,0.0,76.5,693.69,60.0,91.36,22.23,35.0,25.49,1718661005,2024/06/17," 21:50",0x00000000
92439,thermo-grid-883f4a344cbe,2024/06/18,00:55,0.1,0.0,42.54,34.48,0.0,0.0,53.01,508.25,59.94,91.36,22.17,34.99,25.43,1718661305,2024/06/17," 21:55",0x00000000
92440,thermo-grid-883f4a344cbe,2024/06/18,01:00,0.11,0.0,44.56,38.79,0.0,0.0,36.62,386.55,60.04,91.36,22.11,34.98,25.37,1718661605,2024/06/17," 22:00",0x00000000
92441,thermo-grid-883f4a344cbe,2024/06/18,01:05,0.07,0.0,45.93,35.67,0.0,0.0,30.62,265.35,60.37,91.36,22.07,34.98,25.32,1718661905,2024/06/17," 22:05",0x00000000
92442,thermo-grid-883f4a344cbe,2024/06/18,01:10,0.09,0.0,42.47,31.63,0.0,0.0,42.45,411.5,60.17,91.36,22.02,34.99,25.28,1718662205,2024/06/17," 22:10",0x00000000
92443,thermo-grid-883f4a344cbe,2024/06/18,01:15,0.14,0.0,42.43,34.42,0.0,0.0,49.84,509.67,60.02,91.36,21.98,34.98,25.23,1718662505,2024/06/17," 22:15",0x00000000
92444,thermo-grid-883f4a344cbe,2024/06/18,01:20,0.07,0.0,42.98,31.8,0.0,0.0,53.59,612.37,59.95,91.36,21.94,34.98,25.18,1718662805,2024/06/17," 22:20",0x00000000
92445,thermo-grid-883f4a344cbe,2024/06/18,01:25,0.06,0.0,44.14,32.6,0.0,0.0,49.3,540.44,60.22,91.35,21.88,34.98,25.13,1718663105,2024/06/17," 22:25",0x00000000
92446,thermo-grid-883f4a344cbe,2024/06/18,01:30,0.06,0.0,43.99,31.68,0.0,0.0,35.39,318.1,60.24,91.36,21.84,34.98,25.09,1718663405,2024/06/17," 22:30",0x00000000
92447,thermo-grid-883f4a344cbe,2024/06/18,01:35,0.05,0.0,44.84,33.86,0.0,0.0,18.77,140.69,60.31,91.36,21.8,34.98,25.04,1718663705,2024/06/17," 22:35",0x00000000
92448,thermo-grid-883f4a344cbe,2024/06/18,01:40,0.04,0.0,45.31,32.21,0.0,0.0,26.07,210.98,60.34,91.36,21.77,34.98,25.01,1718664005,2024/06/17," 22:40",0x00000000
92449,thermo-grid-883f4a344cbe,2024/06/18,01:45,0.05,0.0,45.35,32.4,0.0,0.0,26.67,224.65,60.4,91.36,21.73,34.98,24.97,1718664305,2024/06/17," 22:45",0x00000000
92450,thermo-grid-883f4a344cbe,2024/06/18,01:50,0.05,0.0,44.22,33.75,0.0,0.0,37.66,347.8,60.33,91.36,21.71,34.98,24.95,1718664605,2024/06/17," 22:50",0x00000000
92451,thermo-grid-883f4a344cbe,2024/06/18,01:55,0.05,0.0,43.76,32.69,0.0,0.0,25.06,218.13,60.3,91.36,21.68,34.98,24.92,1718664905,2024/06/17," 22:55",0x00000000
92452,thermo-grid-883f4a344cbe,2024/06/18,02:00,0.03,0.0,45.97,33.17,0.0,0.0,41.05,377.68,60.32,91.36,21.66,34.99,24.89,1718665205,2024/06/17," 23:00",0x00000000
92453,thermo-grid-883f4a344cbe,2024/06/18,02:05,0.04,0.0,47.31,35.21,0.0,0.0,36.38,342.81,60.43,91.36,21.63,34.99,24.87,1718665505,2024/06/17," 23:05",0x00000000
92454,thermo-grid-883f4a344cbe,2024/06/18,02:10,0.04,0.0,47.11,35.03,0.0,0.0,25.17,200.59,60.46,91.35,21.62,34.99,24.85,1718665805,2024/06/17," 23:10",0x00000000
92455,thermo-grid-883f4a344cbe,2024/06/18,02:15,0.04,0.0,47.31,36.34,0.0,0.0,32.64,273.22,60.49,91.35,21.61,34.99,24.84,1718666105,2024/06/17," 23:15",0x00000000
92456,thermo-grid-883f4a344cbe,2024/06/18,02:20,0.04,0.0,46.49,37.92,0.0,0.0,27.85,245.95,60.49,91.36,21.59,34.99,24.83,1718666405,2024/06/17," 23:20",0x00000000
92457,thermo-grid-883f4a344cbe,2024/06/18,02:25,0.03,0.0,46.29,37.47,0.0,0.0,38.54,423.22,60.41,91.36,21.58,34.99,24.82,1718666705,2024/06/17," 23:25",0x00000000
92458,thermo-grid-883f4a344cbe,2024/06/18,02:30,0.04,0.0,48.35,38.78,0.0,0.0,39.15,391.76,60.55,91.35,21.58,34.99,24.82,1718667005,2024/06/17," 23:30",0x00000000
92459,thermo-grid-883f4a344cbe,2024/06/18,02:35,0.04,0.0,49.5,39.85,0.0,0.0,61.22,665.4,60.57,91.35,21.59,35.0,24.84,1718667305,2024/06/17," 23:35",0x00000000
